flux	vhel	wav	cont
2637.5223665223666	-264.4576149257953	9060.899999999998	3417.650146484375
2968.374458874459	-236.35899333992393	9061.749999999998	3417.650146484375
3574.684704184704	-208.26037175405253	9062.599999999999	3417.650146484375
4329.409812409813	-180.16175016818116	9063.449999999999	3417.650146484375
5092.796536796537	-152.0631285823699	9064.299999999997	3417.650146484375
6491.423520923521	-123.96450699649851	9065.149999999998	3417.650146484375
11812.396825396825	-95.86588541062711	9065.999999999998	3417.650146484375
37995.01298701299	-67.76726382475573	9066.849999999999	3417.650146484375
159370.03174603175	-39.668642238944464	9067.699999999997	3417.650146484375
408300.8369408369	-11.57002065307307	9068.549999999997	3417.650146484375
549896.8658008658	16.52860093279832	9069.399999999998	3417.650146484375
435950.54545454547	44.62722251866971	9070.249999999998	3417.650146484375
177980.89466089467	72.72584410454111	9071.099999999999	3417.650146484375
36126.496392496396	100.82446569035235	9071.949999999997	3417.650146484375
9588.411976911977	128.92308727622375	9072.799999999997	3417.650146484375
5748.012987012987	157.02170886209515	9073.649999999998	3417.650146484375
4332.405483405483	185.12033044796655	9074.499999999998	3417.650146484375
3581.4545454545455	213.21895203383792	9075.349999999999	3417.650146484375
3118.2925685425685	241.31757361970932	9076.199999999999	3417.650146484375
2799.0560966810967	269.4161952055206	9077.049999999997	3417.650146484375
