flux	vhel	wav	cont
1836.3187229437228	-279.67606684709017	9006.499999999998	1887.2454833984375
1842.1924603174602	-251.4091635391138	9007.349999999999	1887.2454833984375
1893.757215007215	-223.14226023119795	9008.199999999997	1887.2454833984375
1953.636544011544	-194.8753569232216	9009.049999999997	1887.2454833984375
1962.7377344877345	-166.60845361524525	9009.899999999998	1887.2454833984375
1961.5714285714287	-138.3415503072689	9010.749999999998	1887.2454833984375
2109.13943001443	-110.07464699929257	9011.599999999999	1887.2454833984375
2894.28373015873	-81.80774369131622	9012.449999999999	1887.2454833984375
6521.4379509379505	-53.540840383400365	9013.299999999997	1887.2454833984375
16077.487734487735	-25.27393707542402	9014.149999999998	1887.2454833984375
25221.45165945166	2.992966232552328	9014.999999999998	1887.2454833984375
24103.275613275615	31.259869540528676	9015.849999999999	1887.2454833984375
13789.90909090909	59.526772848505026	9016.699999999999	1887.2454833984375
4977.761904761905	87.79367615648138	9017.55	1887.2454833984375
2431.287518037518	116.06057946439722	9018.399999999998	1887.2454833984375
2087.4920634920636	144.32748277237357	9019.249999999998	1887.2454833984375
2005.207251082251	172.59438608034992	9020.099999999999	1887.2454833984375
1914.628787878788	200.86128938832627	9020.949999999999	1887.2454833984375
1829.933621933622	229.12819269624214	9021.799999999997	1887.2454833984375
1811.2599206349207	257.39509600421843	9022.649999999998	1887.2454833984375
1822.7792207792209	285.6619993121948	9023.499999999998	1887.2454833984375
